Country,Year,Pop,Decade,GDP,Life_Expectancy,Region
Belgium,1952,8721192,1950,10688,68.0192,Europe & Central Asia
Belize,1952,73428,1950,1892,56.68976,America
Benin,1952,2264378,1950,1203,36.6158,Sub-Saharan Africa
Bermuda,1952,38474,1950,13362,NA,America
Bhutan,1952,186160,1950,869,37.10892,South Asia
Bolivia,1952,3193287,1950,3405,43.2404,America
Bosnia and Herzegovina,1952,2763298,1950,1174,53.43316,Europe & Central Asia
Botswana,1952,437182,1950,862,51.38124,Sub-Saharan Africa
Brazil,1952,57304772,1950,3191,52.0654,America
British Virgin Islands,1952,7561,1950,NA,NA,America
Brunei,1952,53932,1950,55994,58.16016,East Asia & Pacific
Bulgaria,1952,7359997,1950,3165,59.3632,Europe & Central Asia
Burkina Faso,1952,4367137,1950,550,34.3582,Sub-Saharan Africa
Burundi,1952,2403777,1950,533,39.43588,Sub-Saharan Africa
Cambodia,1952,4658653,1950,1156,43.89732,East Asia & Pacific
Cameroon,1952,4623471,1950,1517,42.26008,Sub-Saharan Africa
Canada,1952,14481497,1950,12911,68.718,America
Cape Verde,1952,191521,1950,790,53.42768,Sub-Saharan Africa
Cayman Islands,1952,6245,1950,10983,NA,America
Central African Republic,1952,1353470,1950,1272,37.42628,NA
Chad,1952,2589278,1950,1282,42.50416,Sub-Saharan Africa
Channel Islands,1952,103653,1950,NA,69.09,Europe & Central Asia
Chile,1952,6417543,1950,5505,55.80564,America
China,1952,570764965,1950,631,41.873128,East Asia & Pacific
Christmas Island,1952,645,1950,NA,NA,East Asia & Pacific
Cocos Island,1952,333,1950,NA,NA,East Asia & Pacific
Colombia,1952,13064689,1950,3238,53.48308,America
Comoros,1952,163553,1950,846,42.52612,Sub-Saharan Africa
"Congo, Dem. Rep.",1952,12680934,1950,1845,42.28012,Sub-Saharan Africa
"Congo, Rep.",1952,841473,1950,1918,41.7024,Sub-Saharan Africa
Cook Is,1952,15638,1950,NA,NA,NA
Costa Rica,1952,1015875,1950,3179,59.40812,America
Cote d'Ivoire,1952,2758455,1950,2138,37.11112,Sub-Saharan Africa
Croatia,1952,3922675,1950,4549,60.14016,Europe & Central Asia
Cuba,1952,6180031,1950,9446,60.82796,America
Cyprus,1952,506627,1950,4058,65.76536,Europe & Central Asia
Czech Republic,1952,9106227,1950,8339,66.9788,NA
Czechoslovakia,1952,12678286,1950,NA,NA,Europe & Central Asia
Denmark,1952,4345218,1950,12027,70.7288,Europe & Central Asia
Djibouti,1952,64748,1950,3267,47.2146,Middle East & North Africa
Dominica,1952,52298,1950,2199,NA,America
Dominican Republic,1952,2517258,1950,2358,50.3734,NA
East Germany,1952,18252710,1950,NA,NA,Europe & Central Asia
Ecuador,1952,3655012,1950,3742,51.07876,America
Egypt,1952,21904478,1950,1818,40.27244,Middle East & North Africa
El Salvador,1952,2278305,1950,3540,46.80428,America
Equatorial Guinea,1952,232757,1950,517,38.97108,Sub-Saharan Africa
Eritrea,1952,1184694,1950,806,39.31244,Sub-Saharan Africa
Eritrea and Ethiopia,1952,22304326,1950,NA,NA,Sub-Saharan Africa
Estonia,1952,1125245,1950,5094,61.34272096106,Europe & Central Asia
Ethiopia,1952,18819634,1950,593,35.01764,Sub-Saharan Africa
Faeroe Islands,1952,31218,1950,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1952,2235,1950,NA,NA,NA
Fiji,1952,304813,1950,2869,54.34252,East Asia & Pacific
Finland,1952,4095130,1950,7914,66.4476,Europe & Central Asia
France,1952,42365756,1950,8446,67.6276,Europe & Central Asia
French Guiana,1952,26895,1950,NA,53.048,America
French Polynesia,1952,63869,1950,NA,48.281,East Asia & Pacific
Gabon,1952,477711,1950,769,41.6092,Sub-Saharan Africa
Gambia,1952,276771,1950,1034,38.56164,Sub-Saharan Africa
Georgia,1952,3646321,1950,2429,59.12916,Europe & Central Asia
Germany,1952,70421462,1950,8561,67.5103395242461,Europe & Central Asia
Ghana,1952,5191221,1950,1634,45.73204,Sub-Saharan Africa
Gibraltar,1952,20773,1950,NA,NA,Europe & Central Asia
Greece,1952,7706022,1950,4076,67.12164,Europe & Central Asia
Greenland,1952,23941,1950,3730,45.7160092866324,Europe & Central Asia
Grenada,1952,77135,1950,1758,57.33048,America
Guadeloupe,1952,217248,1950,NA,52.94,America
Guam,1952,60872,1950,NA,56.879,East Asia & Pacific
Guatemala,1952,3330548,1950,3055,41.56276,America
Guernsey,1952,45720,1950,NA,NA,Europe & Central Asia
Guinea,1952,3185537,1950,654,39.18216,Sub-Saharan Africa
Guinea-Bissau,1952,552032,1950,900,39.6757733333333,Sub-Saharan Africa
Guyana,1952,435850,1950,4103,59.24292,America
Haiti,1952,3331582,1950,2367,37.12944,America
Holy See,1952,884,1950,NA,NA,Europe & Central Asia
Honduras,1952,1568424,1950,2478,45.0326,America
"Hong Kong, China",1952,2133603,1950,3615,62.898,East Asia & Pacific
Hungary,1952,9595219,1950,6633,64.0684,Europe & Central Asia
Iceland,1952,147681,1950,8120,72.4836,Europe & Central Asia
India,1952,388515758,1950,912,35.62796,South Asia
Indonesia,1952,72309902,1950,1541,40.56168,East Asia & Pacific
Iran,1952,17933356,1950,3796,42.62616,Middle East & North Africa
Iraq,1952,6065012,1950,3423,40.35364,Middle East & North Africa
Ireland,1952,2924222,1950,6607,67.3984,Europe & Central Asia
Isle of Man,1952,54906,1950,NA,NA,Europe & Central Asia
Israel,1952,1451493,1950,4247,65.0736,Middle East & North Africa
Italy,1952,47398599,1950,7023,65.9016,Europe & Central Asia
Jamaica,1952,1468361,1950,3064,57.98024,America
Japan,1952,85174909,1950,3015,63.1132,East Asia & Pacific
Jersey,1952,58079,1950,NA,NA,Europe & Central Asia
Jordan,1952,542123,1950,3180,48.06656,Middle East & North Africa
Kazakhstan,1952,7041605,1950,6189,54.83212,Europe & Central Asia
Kenya,1952,6412380,1950,1877,46.09512,Sub-Saharan Africa
Kiribati,1952,34283,1950,1869,43.21092,East Asia & Pacific
North Korea,1952,10049026,1950,784,20.99616,NA
South Korea,1952,19566860,1950,809,40.40256,NA
United Korea (former),1952,29830665,1950,NA,NA,NA
Kosovo,1952,1227616,1950,NA,NA,Europe & Central Asia
Kuwait,1952,173622,1950,7395,54.84552,Middle East & North Africa
Kyrgyz Republic,1952,1791952,1950,2381,51.19064,NA
Lao,1952,1763791,1950,1158,41.88216,NA
Latvia,1952,1965114,1950,4053,61.8968,Europe & Central Asia
Lebanon,1952,1392725,1950,7284,61.88212,Middle East & North Africa
Lesotho,1952,754849,1950,448,46.45216,Sub-Saharan Africa
Liberia,1952,957864,1950,1247,38.93744,Sub-Saharan Africa
Libya,1952,1152277,1950,5965,42.64872,Middle East & North Africa
Liechtenstein,1952,14135,1950,NA,NA,Europe & Central Asia
Lithuania,1952,2578522,1950,7025,64.7608,Europe & Central Asia
Luxembourg,1952,299499,1950,18535,66.0938,Europe & Central Asia
"Macao, China",1952,193743,1950,4307,60.786,East Asia & Pacific
"Macedonia, FYR",1952,1320984,1950,2377,53.90036,Europe & Central Asia
Madagascar,1952,4256120,1950,1999,39.87056,Sub-Saharan Africa
Malawi,1952,3065030,1950,371,36.7184,Sub-Saharan Africa
Malaysia,1952,6433161,1950,2780,55.27456,East Asia & Pacific
Maldives,1952,75189,1950,925,39.18908,South Asia
Mali,1952,4811198,1950,672,30.95968,Sub-Saharan Africa
Malta,1952,313192,1950,2629,65.7284,Europe & Central Asia
Marshall Islands,1952,13436,1950,1430,NA,East Asia & Pacific
Martinique,1952,228268,1950,NA,55.228,America
Mauritania,1952,691807,1950,1264,41.9088,Sub-Saharan Africa
Mauritius,1952,521190,1950,2512,48.98128,Sub-Saharan Africa
Mayotte,1952,16448,1950,NA,46.677,Sub-Saharan Africa
Mexico,1952,29711632,1950,4647,51.25384,America
"Micronesia, Fed. Sts.",1952,34596,1950,1213,53.71424,East Asia & Pacific
Moldova,1952,2432096,1950,2791,57.1982,Europe & Central Asia
Monaco,1952,19077,1950,12111,NA,Europe & Central Asia
Mongolia,1952,807926,1950,919,42.23668,East Asia & Pacific
Montenegro,1952,410511,1950,3814,60.08784,Europe & Central Asia
Montserrat,1952,14489,1950,NA,NA,America
Morocco,1952,9529540,1950,2097,48.58536,Middle East & North Africa
Mozambique,1952,6503106,1950,464,37.27592,Sub-Saharan Africa
Myanmar,1952,18182312,1950,963,34.88068,East Asia & Pacific
Namibia,1952,504552,1950,3901,45.43848,Sub-Saharan Africa
Nauru,1952,3191,1950,5716,NA,East Asia & Pacific
Nepal,1952,8823022,1950,840,39.02608,South Asia
Netherlands,1952,10275701,1950,9639,72.194,Europe & Central Asia
Netherlands Antilles,1952,116163,1950,NA,60.02,America
New Caledonia,1952,64441,1950,NA,50.343,East Asia & Pacific
New Zealand,1952,1992619,1950,13281,69.4988,East Asia & Pacific
Ngorno-Karabakh,1952,NA,1950,NA,NA,Europe & Central Asia
Nicaragua,1952,1371525,1950,4140,44.22716,America
Niger,1952,2717047,1950,1011,39.42,Sub-Saharan Africa
Nigeria,1952,39049831,1950,2971,41.882,Sub-Saharan Africa
Niue,1952,4687,1950,NA,NA,East Asia & Pacific
Norfolk Island,1952,1699,1950,NA,NA,East Asia & Pacific
Northern Cyprus,1952,NA,1950,NA,NA,Europe & Central Asia
Northern Mariana Islands,1952,7222,1950,NA,NA,East Asia & Pacific
Norway,1952,3333895,1950,12316,72.5548,Europe & Central Asia
Oman,1952,469350,1950,3293,37.6416,Middle East & North Africa
Pakistan,1952,38485341,1950,1091,37.97752,South Asia
Palau,1952,7620,1950,10170,NA,East Asia & Pacific
Panama,1952,904387,1950,3149,58.63048,America
Papua New Guinea,1952,1750883,1950,989,41.33896,East Asia & Pacific
Paraguay,1952,1550763,1950,2858,64.73632,America
Peru,1952,8128525,1950,4701,42.8708,America
Philippines,1952,19945659,1950,2069,57.48152,East Asia & Pacific
Pitcairn,1952,135,1950,NA,NA,East Asia & Pacific
Poland,1952,25738253,1950,4832,60.9112,Europe & Central Asia
Portugal,1952,8473628,1950,4002,59.9672,Europe & Central Asia
Puerto Rico,1952,2212098,1950,5603,63.034,America
Qatar,1952,29843,1950,2486,55.77648,Middle East & North Africa
Reunion,1952,268485,1950,NA,47.282,Sub-Saharan Africa
Romania,1952,16764920,1950,4202,60.87816,Europe & Central Asia
Russia,1952,105969442,1950,7775,57.9696,Europe & Central Asia
Rwanda,1952,2313306,1950,551,40.74372,Sub-Saharan Africa
St. Barthélemy,1952,2222,1950,NA,NA,NA
St. Helena,1952,5018,1950,NA,NA,NA
St. Kitts and Nevis,1952,46495,1950,3471,NA,NA
St. Lucia,1952,84763,1950,1530,53.26212,NA
St. Martin,1952,17718,1950,NA,NA,NA
St. Vincent and the Grenadines,1952,69270,1950,2301,49.61336,NA
St.-Pierre-et-Miquelon,1952,4634,1950,NA,NA,NA
Samoa,1952,86818,1950,3046,52.08372,East Asia & Pacific
San Marino,1952,13088,1950,9123,NA,Europe & Central Asia
Sao Tome and Principe,1952,58525,1950,1199,47.59324,Sub-Saharan Africa
Saudi Arabia,1952,3283299,1950,2854,48.68012,Middle East & North Africa
Senegal,1952,2586817,1950,1816,40.09972,Sub-Saharan Africa
Serbia,1952,6963396,1950,4173,58.84868,Europe & Central Asia
Serbia and Montenegro,1952,7281202,1950,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1952,5802962,1950,NA,NA,Europe & Central Asia
Seychelles,1952,37438,1950,5186,57.80528,Sub-Saharan Africa
Sierra Leone,1952,1983321,1950,1119,36.77536,Sub-Saharan Africa
Singapore,1952,1120277,1950,3312,59.95368,East Asia & Pacific
Slovak Republic,1952,3585960,1950,6132,64.4624,Europe & Central Asia
Slovenia,1952,1491673,1950,4809,63.64456,Europe & Central Asia
Solomon Islands,1952,94079,1950,973,46.70108,East Asia & Pacific
Somalia,1952,2351811,1950,1050,40.27788,Sub-Saharan Africa
Somaliland,1952,NA,1950,NA,NA,Sub-Saharan Africa
South Africa,1952,14322409,1950,7335,47.685,Sub-Saharan Africa
South Ossetia,1952,NA,1950,NA,NA,Europe & Central Asia
Spain,1952,28430442,1950,4701,64.6584,Europe & Central Asia
Sri Lanka,1952,8338783,1950,1838,55.05704,South Asia
Sudan,1952,6039086,1950,1881,47.00616,Sub-Saharan Africa
Suriname,1952,229653,1950,5797,56.67448,America
Svalbard,1952,1512,1950,NA,NA,Europe & Central Asia
Swaziland,1952,285338,1950,1437,45.2122,Sub-Saharan Africa
Sweden,1952,7125539,1950,12133,71.732,Europe & Central Asia
Switzerland,1952,4788958,1950,21379,69.5304,Europe & Central Asia
Syria,1952,3595227,1950,2074,50.45404,Middle East & North Africa
Taiwan,1952,8550333,1950,1895,58.724,East Asia & Pacific
Tajikistan,1952,1624542,1950,2540,50.96072,Europe & Central Asia
Tanzania,1952,8055911,1950,1042,45.53404,Sub-Saharan Africa
Thailand,1952,21837991,1950,1232,54.16984,East Asia & Pacific
Timor-Leste,1952,443346,1950,690,34.81648,East Asia & Pacific
Togo,1952,1441908,1950,1066,38.43948,Sub-Saharan Africa
Tokelau,1952,1504,1950,NA,NA,East Asia & Pacific
Tonga,1952,51171,1950,1413,59.50636,East Asia & Pacific
Transnistria,1952,NA,1950,NA,NA,Europe & Central Asia
Trinidad and Tobago,1952,675742,1950,5283,57.98816,America
Tunisia,1952,3773357,1950,1916,42.36588,Middle East & North Africa
Turkey,1952,22393931,1950,3963,43.25976,Europe & Central Asia
Turkmenistan,1952,1252660,1950,5197,47.25348,Europe & Central Asia
Turks and Caicos Islands,1952,4977,1950,2007,NA,America
Tuvalu,1952,5294,1950,1447,NA,East Asia & Pacific
Uganda,1952,5455540,1950,800,42.218,Sub-Saharan Africa
Ukraine,1952,38360511,1950,4112,62.2372,Europe & Central Asia
United Arab Emirates,1952,69813,1950,1240,45.54304,Middle East & North Africa
United Kingdom,1952,50683596,1950,11367,69.472,Europe & Central Asia
United States,1952,162280405,1950,16508,68.2992,America
Uruguay,1952,2286264,1950,8501,65.86812,America
USSR,1952,185831282,1950,NA,NA,Europe & Central Asia
Uzbekistan,1952,7265172,1950,1772,54.80304,Europe & Central Asia
Wallis et Futuna,1952,7238,1950,NA,NA,East Asia & Pacific
Vanuatu,1952,50295,1950,1329,46.52684,East Asia & Pacific
Venezuela,1952,5989555,1950,11528,56.46564,America
West Bank and Gaza,1952,931919,1950,1362,50.04296,Middle East & North Africa
West Germany,1952,50928024,1950,NA,NA,Europe & Central Asia
Western Sahara,1952,17576,1950,NA,35.331,Middle East & North Africa
Vietnam,1952,25976838,1950,1009,51.46884,East Asia & Pacific
Virgin Islands (U.S.),1952,27974,1950,NA,58.865,America
North Yemen (former),1952,4324445,1950,NA,NA,NA
South Yemen (former),1952,1338923,1950,NA,NA,NA
Yemen,1952,4546100,1950,1377,25.78336,NA
Yugoslavia,1952,16721448,1950,NA,NA,Europe & Central Asia
Zambia,1952,2438575,1950,2812,47.65884,Sub-Saharan Africa
Zimbabwe,1952,2918424,1950,1543,50.23948,Sub-Saharan Africa
Åland,1952,21546,1950,NA,NA,Europe & Central Asia
South Sudan,1952,2624563,1950,1997,35.60348,Sub-Saharan Africa
Curaçao,1952,108285,1950,NA,NA,NA
Sint Maarten (Dutch part),1952,1799,1950,NA,NA,NA
St. Martin (French part),1952,NA,1950,NA,NA,NA
Antarctica,1952,NA,1950,NA,NA,NA
Bouvet Island,1952,NA,1950,NA,NA,NA
British Indian Ocean Territory,1952,NA,1950,NA,NA,NA
Clipperton,1952,NA,1950,NA,NA,NA
French Southern and Antarctic Lands,1952,NA,1950,NA,NA,NA
Gaza Strip,1952,NA,1950,NA,NA,NA
Heard and McDonald Islands,1952,NA,1950,NA,NA,NA
Northern Marianas,1952,NA,1950,NA,NA,NA
South Georgia and the South Sandwich Islands,1952,NA,1950,NA,NA,NA
US Minor Outlying Islands,1952,NA,1950,NA,NA,NA
Virgin Islands,1952,NA,1950,NA,NA,NA
West Bank,1952,NA,1950,NA,NA,NA
Abkhazia,1953,NA,1950,NA,NA,Europe & Central Asia
Afghanistan,1953,8038312,1950,1116,31.35442,South Asia
Akrotiri and Dhekelia,1953,10889,1950,NA,NA,Europe & Central Asia
Albania,1953,1348097,1950,2048,55.30732,Europe & Central Asia
Algeria,1953,9405445,1950,4077,47.19544,Middle East & North Africa
American Samoa,1953,19683,1950,NA,NA,East Asia & Pacific
Andorra,1953,7863,1950,8825,NA,Europe & Central Asia
Angola,1953,4621691,1950,3359,37.24188,Sub-Saharan Africa
Anguilla,1953,5549,1950,NA,NA,America
Antigua and Barbuda,1953,51092,1950,3817,59.37432,America
Argentina,1953,18224150,1950,7198,62.62466,America
Armenia,1953,1463017,1950,1958,59.29962,Europe & Central Asia
Aruba,1953,40149,1950,4196,60.98,America
Australia,1953,8821938,1950,12228,69.8254,East Asia & Pacific
Austria,1953,6932427,1950,7692,67.4154,Europe & Central Asia
Azerbaijan,1953,3133703,1950,3864,55.3709,Europe & Central Asia
Bahamas,1953,83371,1950,11509,58.36562,America
Bahrain,1953,123593,1950,18107,44.429,Middle East & North Africa
Bangladesh,1953,40302266,1950,1045,41.8382,South Asia
Barbados,1953,222808,1950,3478,59.89076,America
Belarus,1953,7724108,1950,2981,65.5838,Europe & Central Asia
Belgium,1953,8770196,1950,11038,68.3898,Europe & Central Asia
Belize,1953,75554,1950,1906,57.27544,America
Benin,1953,2274130,1950,1148,37.2182,Sub-Saharan Africa
Bermuda,1953,39196,1950,14126,NA,America
Bhutan,1953,190810,1950,879,37.71498,South Asia
Bolivia,1953,3248462,1950,3020,43.6231,America
Bosnia and Herzegovina,1953,2819107,1950,1318,54.53554,Europe & Central Asia
Botswana,1953,448437,1950,877,51.91606,Sub-Saharan Africa
Brazil,1953,59053267,1950,3228,52.5911,America
British Virgin Islands,1953,7605,1950,NA,NA,America
Brunei,1953,56958,1950,56876,58.78754,East Asia & Pacific
Bulgaria,1953,7418765,1950,3486,63.8958,Europe & Central Asia
Burkina Faso,1953,4413203,1950,563,34.9493,Sub-Saharan Africa
Burundi,1953,2445836,1950,546,39.75522,Sub-Saharan Africa
Cambodia,1953,4784792,1950,1140,44.23008,East Asia & Pacific
Cameroon,1953,4704556,1950,1554,42.72702,Sub-Saharan Africa
Canada,1953,14882050,1950,13158,69.097,America
Cape Verde,1953,194839,1950,795,53.73142,Sub-Saharan Africa
Cayman Islands,1953,6319,1950,11481,NA,America
Central African Republic,1953,1367805,1950,1299,37.97032,NA
Chad,1953,2636785,1950,1310,42.96354,Sub-Saharan Africa
Channel Islands,1953,104314,1950,NA,69.425,Europe & Central Asia
Chile,1953,6561033,1950,5811,56.08116,America
China,1953,580886559,1950,692,42.809992,East Asia & Pacific
Christmas Island,1953,663,1950,NA,NA,East Asia & Pacific
Cocos Island,1953,338,1950,NA,NA,East Asia & Pacific
Colombia,1953,13438645,1950,3287,54.67602,America
Comoros,1953,166839,1950,862,42.90678,Sub-Saharan Africa
"Congo, Dem. Rep.",1953,12944393,1950,1994,42.73078,Sub-Saharan Africa
"Congo, Rep.",1953,859714,1950,1954,42.4326,Sub-Saharan Africa
Cook Is,1953,15840,1950,NA,NA,NA
Costa Rica,1953,1048222,1950,3542,60.05828,America
Cote d'Ivoire,1953,2827844,1950,2173,37.78828,Sub-Saharan Africa
Croatia,1953,3959119,1950,5159,60.61454,Europe & Central Asia
Cuba,1953,6304524,1950,8192,61.46974,America
Cyprus,1953,513435,1950,4224,66.17984,Europe & Central Asia
Czech Republic,1953,9200240,1950,8217,67.6722,NA
Czechoslovakia,1953,12818348,1950,NA,NA,Europe & Central Asia
Denmark,1953,4379141,1950,12601,71.0972,Europe & Central Asia
Djibouti,1953,66273,1950,3311,47.7544,Middle East & North Africa
Dominica,1953,52945,1950,2224,NA,America
Dominican Republic,1953,2600801,1950,2262,51.3391,NA
East Germany,1953,18185397,1950,NA,NA,Europe & Central Asia
Ecuador,1953,3752131,1950,3750,51.73194,America
Egypt,1953,22458402,1950,1868,41.54886,Middle East & North Africa
El Salvador,1953,2324558,1950,3683,47.76532,America
Equatorial Guinea,1953,234512,1950,531,39.41602,Sub-Saharan Africa
Eritrea,1953,1208141,1950,838,39.61586,Sub-Saharan Africa
Eritrea and Ethiopia,1953,22686380,1950,NA,NA,Sub-Saharan Africa
Estonia,1953,1136906,1950,5228,63.9226115751862,Europe & Central Asia
Ethiopia,1953,19184239,1950,617,35.47066,Sub-Saharan Africa
Faeroe Islands,1953,31292,1950,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1953,2224,1950,NA,NA,NA
Fiji,1953,314352,1950,2942,54.95838,East Asia & Pacific
Finland,1953,4142353,1950,7877,66.5044,Europe & Central Asia
France,1953,42724452,1950,8622,67.5644,Europe & Central Asia
French Guiana,1953,27463,1950,NA,53.583,America
French Polynesia,1953,65594,1950,NA,49.863,East Asia & Pacific
Gabon,1953,479237,1950,831,42.2478,Sub-Saharan Africa
Gambia,1953,283502,1950,1050,39.09916,Sub-Saharan Africa
Georgia,1953,3710132,1950,2493,59.48904,Europe & Central Asia
Germany,1953,70720721,1950,9252,67.8212563843788,Europe & Central Asia
Ghana,1953,5339179,1950,1816,46.37226,Sub-Saharan Africa
Gibraltar,1953,20879,1950,NA,NA,Europe & Central Asia
Greece,1953,7779457,1950,4581,67.35766,Europe & Central Asia
Greenland,1953,24469,1950,3940,48.8161164554035,Europe & Central Asia
Grenada,1953,78103,1950,1799,57.91862,America
Guadeloupe,1953,222551,1950,NA,53.769,America
Guam,1953,61471,1950,NA,57.382,East Asia & Pacific
Guatemala,1953,3424050,1950,3075,41.90794,America
Guernsey,1953,45887,1950,NA,NA,Europe & Central Asia
Guinea,1953,3228112,1950,669,39.64304,Sub-Saharan Africa
Guinea-Bissau,1953,559688,1950,935,40.0215266666667,Sub-Saharan Africa
Guyana,1953,452260,1950,4001,59.44098,America
Haiti,1953,3390047,1950,2252,37.77336,America
Holy See,1953,889,1950,NA,NA,Europe & Central Asia
Honduras,1953,1615739,1950,2593,45.6294,America
"Hong Kong, China",1953,2249334,1950,3736,63.432,East Asia & Pacific
Hungary,1953,9691114,1950,6724,63.9096,Europe & Central Asia
Iceland,1953,150779,1950,9169,72.3034,Europe & Central Asia
India,1953,395137696,1950,947,36.30024,South Asia
