Country,Year,Pop,Decade,GDP,Life_Expectancy,Region
Portugal,1881,4638209,1880,1792,35.6,Europe & Central Asia
Puerto Rico,1881,748198,1880,1920,30.43,America
Qatar,1881,14709,1880,1672,30.8,Middle East & North Africa
Reunion,1881,145352,1880,NA,33,Sub-Saharan Africa
Romania,1881,9735775,1880,1905,35.7,Europe & Central Asia
Russia,1881,53996807,1880,2172,32.164946537985,Europe & Central Asia
Rwanda,1881,1374345,1880,478,31.8,Sub-Saharan Africa
St. Barthélemy,1881,NA,1880,NA,NA,NA
St. Helena,1881,5164,1880,NA,NA,NA
St. Kitts and Nevis,1881,27141,1880,1761,NA,NA
St. Lucia,1881,37722,1880,1072,28.008,NA
St. Martin,1881,NA,1880,NA,NA,NA
St. Vincent and the Grenadines,1881,39665,1880,1267,25.986,NA
St.-Pierre-et-Miquelon,1881,2755,1880,NA,NA,NA
Samoa,1881,38071,1880,1727,25.4,East Asia & Pacific
San Marino,1881,8109,1880,1930,NA,Europe & Central Asia
Sao Tome and Principe,1881,35718,1880,988,31,Sub-Saharan Africa
Saudi Arabia,1881,2405921,1880,937,32.1,Middle East & North Africa
Senegal,1881,1525351,1880,669,25.2,Sub-Saharan Africa
Serbia,1881,3637989,1880,2274,35.5,Europe & Central Asia
Serbia and Montenegro,1881,NA,1880,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1881,NA,1880,NA,NA,Europe & Central Asia
Seychelles,1881,15406,1880,1091,39.886675,Sub-Saharan Africa
Sierra Leone,1881,1199729,1880,988,25.1,Sub-Saharan Africa
Singapore,1881,116144,1880,1552,34,East Asia & Pacific
Slovak Republic,1881,2658530,1880,2280,36.4,Europe & Central Asia
Slovenia,1881,796806,1880,2359,36.6,Europe & Central Asia
Solomon Islands,1881,69346,1880,451,25.1,East Asia & Pacific
Somalia,1881,1455432,1880,750,29.4,Sub-Saharan Africa
Somaliland,1881,NA,1880,NA,NA,Sub-Saharan Africa
South Africa,1881,3142066,1880,3251,33.5,Sub-Saharan Africa
South Ossetia,1881,NA,1880,NA,NA,Europe & Central Asia
Spain,1881,16921004,1880,2559,29.5,Europe & Central Asia
Sri Lanka,1881,3044220,1880,1466,32.6,South Asia
Sudan,1881,4826197,1880,698,31.4,Sub-Saharan Africa
Suriname,1881,126424,1880,2475,32.9,America
Svalbard,1881,NA,1880,NA,NA,Europe & Central Asia
Swaziland,1881,86887,1880,659,32.3,Sub-Saharan Africa
Sweden,1881,4503095,1880,2561,48.5,Europe & Central Asia
Switzerland,1881,2822978,1880,6222,41.87,Europe & Central Asia
Syria,1881,1667572,1880,1277,31.1,Middle East & North Africa
Taiwan,1881,NA,1880,1048,28.3,East Asia & Pacific
Tajikistan,1881,805919,1880,791,23.435,Europe & Central Asia
Tanzania,1881,3715610,1880,664,32.2,Sub-Saharan Africa
Thailand,1881,6273430,1880,1156,30.4,East Asia & Pacific
Timor-Leste,1881,265856,1880,611,28.949,East Asia & Pacific
Togo,1881,754234,1880,919,31.3,Sub-Saharan Africa
Tokelau,1881,541,1880,NA,NA,East Asia & Pacific
Tonga,1881,19343,1880,817,28.2,East Asia & Pacific
Transnistria,1881,NA,1880,NA,NA,Europe & Central Asia
Trinidad and Tobago,1881,163020,1880,1717,38.8,America
Tunisia,1881,1324052,1880,962,28.8,Middle East & North Africa
Turkey,1881,12474351,1880,1601,35,Europe & Central Asia
Turkmenistan,1881,637089,1880,1432,21.656,Europe & Central Asia
Turks and Caicos Islands,1881,4690,1880,736,NA,America
Tuvalu,1881,3493,1880,886,NA,East Asia & Pacific
Uganda,1881,2561608,1880,624,25.3,Sub-Saharan Africa
Ukraine,1881,19532717,1880,1159,36.6,Europe & Central Asia
United Arab Emirates,1881,42682,1880,1520,30.7,Middle East & North Africa
United Kingdom,1881,30849957,1880,6637,46.11,Europe & Central Asia
United States,1881,51256498,1880,5344,39.99,America
Uruguay,1881,480723,1880,5053,32.9,America
USSR,1881,NA,1880,NA,NA,Europe & Central Asia
Uzbekistan,1881,3470567,1880,608,26.126,Europe & Central Asia
Wallis et Futuna,1881,4978,1880,NA,NA,East Asia & Pacific
Vanuatu,1881,35552,1880,722,24.3,East Asia & Pacific
Venezuela,1881,2015985,1880,1171,32.2,America
West Bank and Gaza,1881,224771,1880,1270,32.1,Middle East & North Africa
West Germany,1881,NA,1880,NA,NA,Europe & Central Asia
Western Sahara,1881,5708,1880,NA,34.753,Middle East & North Africa
Vietnam,1881,11472739,1880,917,32,East Asia & Pacific
Virgin Islands (U.S.),1881,34553,1880,NA,33.403,America
North Yemen (former),1881,NA,1880,NA,NA,NA
South Yemen (former),1881,NA,1880,NA,NA,NA
Yemen,1881,2960773,1880,1103,23.387,NA
Yugoslavia,1881,NA,1880,NA,NA,Europe & Central Asia
Zambia,1881,744157,1880,807,32.6,Sub-Saharan Africa
Zimbabwe,1881,1661683,1880,958,33.7,Sub-Saharan Africa
Åland,1881,NA,1880,NA,NA,Europe & Central Asia
South Sudan,1881,1604755,1880,683,26.665,Sub-Saharan Africa
Curaçao,1881,NA,1880,NA,NA,NA
Sint Maarten (Dutch part),1881,NA,1880,NA,NA,NA
St. Martin (French part),1881,NA,1880,NA,NA,NA
Antarctica,1881,NA,1880,NA,NA,NA
Bouvet Island,1881,NA,1880,NA,NA,NA
British Indian Ocean Territory,1881,NA,1880,NA,NA,NA
Clipperton,1881,NA,1880,NA,NA,NA
French Southern and Antarctic Lands,1881,NA,1880,NA,NA,NA
Gaza Strip,1881,NA,1880,NA,NA,NA
Heard and McDonald Islands,1881,NA,1880,NA,NA,NA
Northern Marianas,1881,NA,1880,NA,NA,NA
South Georgia and the South Sandwich Islands,1881,NA,1880,NA,NA,NA
US Minor Outlying Islands,1881,NA,1880,NA,NA,NA
Virgin Islands,1881,NA,1880,NA,NA,NA
West Bank,1881,NA,1880,NA,NA,NA
Abkhazia,1882,NA,1880,NA,NA,Europe & Central Asia
Afghanistan,1882,4419695,1880,746,27.3707733333333,South Asia
Akrotiri and Dhekelia,1882,NA,1880,NA,NA,Europe & Central Asia
Albania,1882,672544,1880,896,35.4,Europe & Central Asia
Algeria,1882,4143163,1880,1440,28.8224,Middle East & North Africa
American Samoa,1882,6582,1880,NA,NA,East Asia & Pacific
Andorra,1882,3885,1880,2583,NA,Europe & Central Asia
Angola,1882,2473597,1880,885,26.98,Sub-Saharan Africa
Anguilla,1882,3097,1880,NA,NA,America
Antigua and Barbuda,1882,35222,1880,1152,33.536,America
Argentina,1882,2493156,1880,3748,32.9,America
Armenia,1882,713957,1880,654,33.395,Europe & Central Asia
Aruba,1882,26404,1880,1268,34.419,America
Australia,1882,2253007,1880,6752,40.4005882352941,East Asia & Pacific
Austria,1882,4947026,1880,4062,35.23,Europe & Central Asia
Azerbaijan,1882,1523060,1880,1096,28.565,Europe & Central Asia
Bahamas,1882,43344,1880,2200,35.179,America
Bahrain,1882,68170,1880,2201,30.3,Middle East & North Africa
Bangladesh,1882,26094931,1880,907,24.12,South Asia
Barbados,1882,171072,1880,1391,32.124,America
Belarus,1882,4091588,1880,881,36.2,Europe & Central Asia
Belgium,1882,5572208,1880,5832,45.54,Europe & Central Asia
Belize,1882,27123,1880,881,26.5,America
Benin,1882,1144003,1880,807,31,Sub-Saharan Africa
Bermuda,1882,13622,1880,1869,NA,America
Bhutan,1882,122321,1880,713,28.799,South Asia
Bolivia,1882,1626132,1880,1540,33,America
Bosnia and Herzegovina,1882,1439493,1880,931,35.1,Europe & Central Asia
Botswana,1882,121900,1880,537,33.6,Sub-Saharan Africa
Brazil,1882,11893392,1880,1503,31.9841466666668,America
British Virgin Islands,1882,5556,1880,NA,NA,America
Brunei,1882,8250,1880,1871,29.2,East Asia & Pacific
Bulgaria,1882,2993642,1880,1673,39.4079999999997,Europe & Central Asia
Burkina Faso,1882,2576527,1880,516,29.2,Sub-Saharan Africa
Burundi,1882,1389698,1880,451,31.5,Sub-Saharan Africa
Cambodia,1882,2509963,1880,993,35,East Asia & Pacific
Cameroon,1882,2224163,1880,847,28.75,Sub-Saharan Africa
Canada,1882,4360348,1880,3510,44.7742,America
Cape Verde,1882,95157,1880,691,33.8,Sub-Saharan Africa
Cayman Islands,1882,3951,1880,1582,NA,America
Central African Republic,1882,640769,1880,574,30,NA
Chad,1882,1455614,1880,566,30.9,Sub-Saharan Africa
Channel Islands,1882,64885,1880,NA,NA,Europe & Central Asia
Chile,1882,2277245,1880,2838,32,America
China,1882,365544192,1880,1003,32,East Asia & Pacific
Christmas Island,1882,NA,1880,NA,NA,East Asia & Pacific
Cocos Island,1882,NA,1880,NA,NA,East Asia & Pacific
Colombia,1882,2885962,1880,1133,32,America
Comoros,1882,90059,1880,756,32.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1882,7661544,1880,680,31.6,Sub-Saharan Africa
"Congo, Rep.",1882,485381,1880,725,32.7,Sub-Saharan Africa
Cook Is,1882,11335,1880,NA,NA,NA
Costa Rica,1882,172749,1880,1554,30.20735,America
Cote d'Ivoire,1882,1630846,1880,1128,31.156,Sub-Saharan Africa
Croatia,1882,2083435,1880,2294,36.1,Europe & Central Asia
Cuba,1882,1555081,1880,2237,38.92,America
Cyprus,1882,189916,1880,1781,38.5103578947368,Europe & Central Asia
Czech Republic,1882,6875261,1880,3101,34.9712,NA
Czechoslovakia,1882,NA,1880,NA,NA,Europe & Central Asia
Denmark,1882,2081766,1880,4026,46.77,Europe & Central Asia
Djibouti,1882,36159,1880,975,29.9,Middle East & North Africa
Dominica,1882,27583,1880,1010,NA,America
Dominican Republic,1882,317340,1880,936,29.9,NA
East Germany,1882,NA,1880,NA,NA,Europe & Central Asia
Ecuador,1882,1152573,1880,789,32.9,America
Egypt,1882,7900451,1880,1016,33,Middle East & North Africa
El Salvador,1882,572093,1880,1644,28.7,America
Equatorial Guinea,1882,98300,1880,396,29.8,Sub-Saharan Africa
Eritrea,1882,453535,1880,625,30.2,Sub-Saharan Africa
Eritrea and Ethiopia,1882,NA,1880,NA,NA,Sub-Saharan Africa
Estonia,1882,579703,1880,1433,40.5688244174706,Europe & Central Asia
Ethiopia,1882,6830859,1880,535,29.7,Sub-Saharan Africa
Faeroe Islands,1882,20040,1880,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1882,259,1880,NA,NA,NA
Fiji,1882,126850,1880,971,26.1,East Asia & Pacific
Finland,1882,2047577,1880,2006,40.46,Europe & Central Asia
France,1882,39014053,1880,3910,43.16,Europe & Central Asia
French Guiana,1882,15274,1880,NA,30.5,America
French Polynesia,1882,40041,1880,NA,25.6,East Asia & Pacific
Gabon,1882,262844,1880,395,30.6,Sub-Saharan Africa
Gambia,1882,161446,1880,854,28.8,Sub-Saharan Africa
Georgia,1882,1857427,1880,731,31.271,Europe & Central Asia
Germany,1882,43577358,1880,3140,39.119,Europe & Central Asia
Ghana,1882,1677747,1880,756,28,Sub-Saharan Africa
Gibraltar,1882,13834,1880,NA,NA,Europe & Central Asia
Greece,1882,4024333,1880,2343,37.1,Europe & Central Asia
Greenland,1882,14335,1880,764,33.5433732903635,Europe & Central Asia
Grenada,1882,42734,1880,1251,37.3,America
Guadeloupe,1882,125442,1880,NA,27.655,America
Guam,1882,16326,1880,NA,27.5,East Asia & Pacific
Guatemala,1882,1181901,1880,1423,25.8131200000001,America
Guernsey,1882,NA,1880,NA,NA,Europe & Central Asia
Guinea,1882,1669530,1880,513,30.3482758620689,Sub-Saharan Africa
Guinea-Bissau,1882,329708,1880,820,32,Sub-Saharan Africa
Guyana,1882,249866,1880,1849,31.12,America
Haiti,1882,1280914,1880,1194,29,America
Holy See,1882,908,1880,NA,NA,Europe & Central Asia
Honduras,1882,436660,1880,1493,33.9,America
"Hong Kong, China",1882,164427,1880,1348,34.9,East Asia & Pacific
Hungary,1882,6256649,1880,2217,36,Europe & Central Asia
Iceland,1882,90546,1880,1820,17.74,Europe & Central Asia
India,1882,223020377,1880,1089,25.3248,South Asia
Indonesia,1882,30212871,1880,1101,30,East Asia & Pacific
Iran,1882,8879809,1880,1169,25.6,Middle East & North Africa
Iraq,1882,1775449,1880,1311,31.2,Middle East & North Africa
Ireland,1882,3641634,1880,3343,44.3785714285714,Europe & Central Asia
Isle of Man,1882,34946,1880,NA,NA,Europe & Central Asia
Israel,1882,281441,1880,950,32,Middle East & North Africa
Italy,1882,29621532,1880,2993,34.29,Europe & Central Asia
Jamaica,1882,564583,1880,937,40.1,America
Japan,1882,36826469,1880,1359,37.153248,East Asia & Pacific
Jersey,1882,NA,1880,NA,NA,Europe & Central Asia
Jordan,1882,278561,1880,1319,31.7,Middle East & North Africa
Kazakhstan,1882,3531920,1880,1742,25.6,Europe & Central Asia
Kenya,1882,2607157,1880,1103,25.5,Sub-Saharan Africa
Kiribati,1882,23771,1880,592,24.9,East Asia & Pacific
North Korea,1882,4798574,1880,533,26,NA
South Korea,1882,9806394,1880,530,25.8,NA
United Korea (former),1882,NA,1880,NA,NA,NA
Kosovo,1882,NA,1880,NA,NA,Europe & Central Asia
Kuwait,1882,85115,1880,1696,26,Middle East & North Africa
Kyrgyz Republic,1882,918049,1880,878,23.341,NA
Lao,1882,869267,1880,1005,31.9,NA
Latvia,1882,1026699,1880,1148,40.3054666666667,Europe & Central Asia
Lebanon,1882,494961,1880,1744,29.7,Middle East & North Africa
Lesotho,1882,433624,1880,412,32.8,Sub-Saharan Africa
Liberia,1882,517639,1880,944,31.1,Sub-Saharan Africa
Libya,1882,752589,1880,2251,33.1,Middle East & North Africa
Liechtenstein,1882,8638,1880,NA,NA,Europe & Central Asia
Lithuania,1882,1353535,1880,1941,34.02,Europe & Central Asia
Luxembourg,1882,187865,1880,3032,38.4103636363636,Europe & Central Asia
"Macao, China",1882,73107,1880,1228,34.7,East Asia & Pacific
"Macedonia, FYR",1882,668778,1880,1176,36.1,Europe & Central Asia
Madagascar,1882,2529772,1880,775,30.5,Sub-Saharan Africa
Malawi,1882,751025,1880,354,30.3,Sub-Saharan Africa
Malaysia,1882,1139039,1880,1173,30.6,East Asia & Pacific
Maldives,1882,58228,1880,840,32.647,South Asia
Mali,1882,2454682,1880,617,26.408,Sub-Saharan Africa
Malta,1882,198192,1880,1383,33.4269230769231,Europe & Central Asia
Marshall Islands,1882,8430,1880,567,NA,East Asia & Pacific
Martinique,1882,131598,1880,NA,30.153,America
Mauritania,1882,491013,1880,714,32,Sub-Saharan Africa
Mauritius,1882,353740,1880,1272,27.9950199288924,Sub-Saharan Africa
Mayotte,1882,10843,1880,NA,32.5,Sub-Saharan Africa
Mexico,1882,10470582,1880,1581,26.9,America
"Micronesia, Fed. Sts.",1882,22218,1880,545,26.7,East Asia & Pacific
Moldova,1882,1233524,1880,872,33.145,Europe & Central Asia
Monaco,1882,12069,1880,4111,NA,Europe & Central Asia
Mongolia,1882,679296,1880,659,31.8,East Asia & Pacific
Montenegro,1882,214216,1880,1801,35.4,Europe & Central Asia
Montserrat,1882,9884,1880,NA,NA,America
Morocco,1882,4055109,1880,799,33.1,Middle East & North Africa
Mozambique,1882,3487663,1880,410,30.2769066666668,Sub-Saharan Africa
Myanmar,1882,5734636,1880,965,30.8,East Asia & Pacific
Namibia,1882,230797,1880,1367,32.4,Sub-Saharan Africa
Nauru,1882,2274,1880,749,NA,East Asia & Pacific
Nepal,1882,5003138,1880,721,32.8,South Asia
Netherlands,1882,4024595,1880,5591,43.79,Europe & Central Asia
Netherlands Antilles,1882,NA,1880,NA,34.408,America
New Caledonia,1882,42483,1880,NA,26,East Asia & Pacific
New Zealand,1882,505065,1880,6075,39.4053846153846,East Asia & Pacific
Ngorno-Karabakh,1882,NA,1880,NA,NA,Europe & Central Asia
Nicaragua,1882,449633,1880,1885,25.4,America
Niger,1882,1729822,1880,603,30.8,Sub-Saharan Africa
Nigeria,1882,15683139,1880,1170,30.4,Sub-Saharan Africa
Niue,1882,4548,1880,NA,NA,East Asia & Pacific
Norfolk Island,1882,NA,1880,NA,NA,East Asia & Pacific
Northern Cyprus,1882,NA,1880,NA,NA,Europe & Central Asia
Northern Mariana Islands,1882,4711,1880,NA,NA,East Asia & Pacific
Norway,1882,1883716,1880,2859,47.4,Europe & Central Asia
Oman,1882,382837,1880,1245,32.3,Middle East & North Africa
Pakistan,1882,16977586,1880,1057,26.58,South Asia
Palau,1882,5236,1880,1038,NA,East Asia & Pacific
Panama,1882,201637,1880,1709,32.9,America
Papua New Guinea,1882,1099972,1880,676,31.5,East Asia & Pacific
Paraguay,1882,404774,1880,1819,35.5,America
Peru,1882,2971643,1880,1421,35.7,America
Philippines,1882,5011484,1880,1070,30.9,East Asia & Pacific
Pitcairn,1882,NA,1880,NA,NA,East Asia & Pacific
Poland,1882,19669587,1880,1906,35.9,Europe & Central Asia
Portugal,1882,4638209,1880,1833,35.6,Europe & Central Asia
Puerto Rico,1882,748198,1880,1930,30.43,America
Qatar,1882,14709,1880,1696,30.8,Middle East & North Africa
Reunion,1882,145352,1880,NA,33,Sub-Saharan Africa
Romania,1882,9735775,1880,1933,35.7,Europe & Central Asia
Russia,1882,53996807,1880,2186,26.7057057944945,Europe & Central Asia
Rwanda,1882,1374345,1880,478,31.8,Sub-Saharan Africa
St. Barthélemy,1882,NA,1880,NA,NA,NA
St. Helena,1882,5164,1880,NA,NA,NA
St. Kitts and Nevis,1882,27141,1880,1773,NA,NA
St. Lucia,1882,37722,1880,1075,28.008,NA
St. Martin,1882,NA,1880,NA,NA,NA
St. Vincent and the Grenadines,1882,39665,1880,1276,25.986,NA
St.-Pierre-et-Miquelon,1882,2755,1880,NA,NA,NA
Samoa,1882,38071,1880,1733,25.4,East Asia & Pacific
San Marino,1882,8109,1880,1944,NA,Europe & Central Asia
Sao Tome and Principe,1882,35718,1880,990,31,Sub-Saharan Africa
Saudi Arabia,1882,2405921,1880,939,32.1,Middle East & North Africa
Senegal,1882,1525351,1880,673,25.2,Sub-Saharan Africa
Serbia,1882,3637989,1880,2313,35.5,Europe & Central Asia
Serbia and Montenegro,1882,NA,1880,NA,NA,Europe & Central Asia
Serbia excluding Kosovo,1882,NA,1880,NA,NA,Europe & Central Asia
Seychelles,1882,15406,1880,1095,40.1491,Sub-Saharan Africa
Sierra Leone,1882,1199729,1880,993,25.1,Sub-Saharan Africa
Singapore,1882,116144,1880,1595,34,East Asia & Pacific
Slovak Republic,1882,2658530,1880,2310,36.4,Europe & Central Asia
Slovenia,1882,796806,1880,2400,36.6,Europe & Central Asia
Solomon Islands,1882,69346,1880,453,25.1,East Asia & Pacific
Somalia,1882,1455432,1880,750,29.4,Sub-Saharan Africa
Somaliland,1882,NA,1880,NA,NA,Sub-Saharan Africa
South Africa,1882,3142066,1880,3116,33.5,Sub-Saharan Africa
South Ossetia,1882,NA,1880,NA,NA,Europe & Central Asia
Spain,1882,16921004,1880,2579,29.5,Europe & Central Asia
Sri Lanka,1882,3044220,1880,1546,32.6,South Asia
Sudan,1882,4826197,1880,701,31.4,Sub-Saharan Africa
Suriname,1882,126424,1880,2492,32.9,America
Svalbard,1882,NA,1880,NA,NA,Europe & Central Asia
Swaziland,1882,86887,1880,662,32.3,Sub-Saharan Africa
Sweden,1882,4503095,1880,2467,48.59,Europe & Central Asia
Switzerland,1882,2822978,1880,6019,42.98,Europe & Central Asia
Syria,1882,1667572,1880,1289,31.1,Middle East & North Africa
Taiwan,1882,NA,1880,1052,28.3,East Asia & Pacific
Tajikistan,1882,805919,1880,795,23.635,Europe & Central Asia
Tanzania,1882,3715610,1880,666,32.2,Sub-Saharan Africa
Thailand,1882,6273430,1880,1171,30.4,East Asia & Pacific
Timor-Leste,1882,265856,1880,613,28.949,East Asia & Pacific
Togo,1882,754234,1880,923,31.3,Sub-Saharan Africa
Tokelau,1882,541,1880,NA,NA,East Asia & Pacific
Tonga,1882,19343,1880,820,28.2,East Asia & Pacific
Transnistria,1882,NA,1880,NA,NA,Europe & Central Asia
Trinidad and Tobago,1882,163020,1880,1727,38.8,America
Tunisia,1882,1324052,1880,966,28.8,Middle East & North Africa
Turkey,1882,12474351,1880,1669,35,Europe & Central Asia
Turkmenistan,1882,637089,1880,1441,21.856,Europe & Central Asia
Turks and Caicos Islands,1882,4690,1880,741,NA,America
Tuvalu,1882,3493,1880,889,NA,East Asia & Pacific
Uganda,1882,2561608,1880,627,25.3,Sub-Saharan Africa
Ukraine,1882,19532717,1880,1166,36.6,Europe & Central Asia
United Arab Emirates,1882,42682,1880,1542,30.7,Middle East & North Africa
United Kingdom,1882,30849957,1880,6696,44.87,Europe & Central Asia
United States,1882,51256498,1880,5549,40.57,America
Uruguay,1882,480723,1880,5441,32.9,America
USSR,1882,NA,1880,NA,NA,Europe & Central Asia
Uzbekistan,1882,3470567,1880,609,26.326,Europe & Central Asia
Wallis et Futuna,1882,4978,1880,NA,NA,East Asia & Pacific
Vanuatu,1882,35552,1880,725,24.3,East Asia & Pacific
Venezuela,1882,2015985,1880,1206,32.2,America
West Bank and Gaza,1882,224771,1880,1273,32.1,Middle East & North Africa
West Germany,1882,NA,1880,NA,NA,Europe & Central Asia
Western Sahara,1882,5708,1880,NA,34.753,Middle East & North Africa
Vietnam,1882,11472739,1880,925,32,East Asia & Pacific
Virgin Islands (U.S.),1882,34553,1880,NA,33.403,America
North Yemen (former),1882,NA,1880,NA,NA,NA
South Yemen (former),1882,NA,1880,NA,NA,NA
Yemen,1882,2960773,1880,1106,23.387,NA
Yugoslavia,1882,NA,1880,NA,NA,Europe & Central Asia
Zambia,1882,744157,1880,809,32.6,Sub-Saharan Africa
Zimbabwe,1882,1661683,1880,959,33.7,Sub-Saharan Africa
Åland,1882,NA,1880,NA,NA,Europe & Central Asia
South Sudan,1882,1604755,1880,686,26.665,Sub-Saharan Africa
Curaçao,1882,NA,1880,NA,NA,NA
Sint Maarten (Dutch part),1882,NA,1880,NA,NA,NA
St. Martin (French part),1882,NA,1880,NA,NA,NA
Antarctica,1882,NA,1880,NA,NA,NA
Bouvet Island,1882,NA,1880,NA,NA,NA
British Indian Ocean Territory,1882,NA,1880,NA,NA,NA
Clipperton,1882,NA,1880,NA,NA,NA
French Southern and Antarctic Lands,1882,NA,1880,NA,NA,NA
Gaza Strip,1882,NA,1880,NA,NA,NA
Heard and McDonald Islands,1882,NA,1880,NA,NA,NA
Northern Marianas,1882,NA,1880,NA,NA,NA
South Georgia and the South Sandwich Islands,1882,NA,1880,NA,NA,NA
US Minor Outlying Islands,1882,NA,1880,NA,NA,NA
Virgin Islands,1882,NA,1880,NA,NA,NA
West Bank,1882,NA,1880,NA,NA,NA
Abkhazia,1883,NA,1880,NA,NA,Europe & Central Asia
Afghanistan,1883,4419695,1880,749,27.3605266666666,South Asia
Akrotiri and Dhekelia,1883,NA,1880,NA,NA,Europe & Central Asia
Albania,1883,672544,1880,909,35.4,Europe & Central Asia
Algeria,1883,4143163,1880,1455,28.8224,Middle East & North Africa
American Samoa,1883,6582,1880,NA,NA,East Asia & Pacific
Andorra,1883,3885,1880,2614,NA,Europe & Central Asia
Angola,1883,2473597,1880,889,26.98,Sub-Saharan Africa
Anguilla,1883,3097,1880,NA,NA,America
Antigua and Barbuda,1883,35222,1880,1160,33.536,America
Argentina,1883,2493156,1880,4086,32.8,America
Armenia,1883,713957,1880,657,33.595,Europe & Central Asia
Aruba,1883,26404,1880,1277,34.419,America
Australia,1883,2253007,1880,7439,40.9298039215686,East Asia & Pacific
Austria,1883,4947026,1880,4203,35.46,Europe & Central Asia
Azerbaijan,1883,1523060,1880,1103,28.765,Europe & Central Asia
Bahamas,1883,43344,1880,2215,35.179,America
Bahrain,1883,68170,1880,2226,30.3,Middle East & North Africa
Bangladesh,1883,26094931,1880,909,23.89,South Asia
Barbados,1883,171072,1880,1400,32.124,America
Belarus,1883,4091588,1880,886,36.2,Europe & Central Asia
Belgium,1883,5572208,1880,5849,44.89,Europe & Central Asia
Belize,1883,27123,1880,887,26.5,America
Benin,1883,1144003,1880,811,31,Sub-Saharan Africa
Bermuda,1883,13622,1880,1882,NA,America
Bhutan,1883,122321,1880,715,28.799,South Asia
Bolivia,1883,1626132,1880,1554,33,America
Bosnia and Herzegovina,1883,1439493,1880,944,35.1,Europe & Central Asia
Botswana,1883,121900,1880,540,33.6,Sub-Saharan Africa
Brazil,1883,11893392,1880,1462,31.9839533333334,America
British Virgin Islands,1883,5556,1880,NA,NA,America
Brunei,1883,8250,1880,1878,29.2,East Asia & Pacific
Bulgaria,1883,2993642,1880,1699,39.4519999999997,Europe & Central Asia
Burkina Faso,1883,2576527,1880,516,29.2,Sub-Saharan Africa
Burundi,1883,1389698,1880,451,31.5,Sub-Saharan Africa
Cambodia,1883,2509963,1880,995,35,East Asia & Pacific
Cameroon,1883,2224163,1880,851,28.75,Sub-Saharan Africa
Canada,1883,4360348,1880,3479,44.81864,America
Cape Verde,1883,95157,1880,694,33.8,Sub-Saharan Africa
Cayman Islands,1883,3951,1880,1593,NA,America
Central African Republic,1883,640769,1880,577,30,NA
Chad,1883,1455614,1880,568,30.9,Sub-Saharan Africa
Channel Islands,1883,64885,1880,NA,NA,Europe & Central Asia
Chile,1883,2277245,1880,2815,32,America
China,1883,365544192,1880,1005,32,East Asia & Pacific
Christmas Island,1883,NA,1880,NA,NA,East Asia & Pacific
Cocos Island,1883,NA,1880,NA,NA,East Asia & Pacific
Colombia,1883,2885962,1880,1136,32,America
Comoros,1883,90059,1880,757,32.1,Sub-Saharan Africa
"Congo, Dem. Rep.",1883,7661544,1880,683,31.6,Sub-Saharan Africa
"Congo, Rep.",1883,485381,1880,727,32.7,Sub-Saharan Africa
Cook Is,1883,11335,1880,NA,NA,NA
Costa Rica,1883,172749,1880,1571,30.2063,America
Cote d'Ivoire,1883,1630846,1880,1132,31.156,Sub-Saharan Africa
Croatia,1883,2083435,1880,2333,36.1,Europe & Central Asia
Cuba,1883,1555081,1880,2263,39.96,America
Cyprus,1883,189916,1880,1802,38.5104842105262,Europe & Central Asia
Czech Republic,1883,6875261,1880,3142,34.9736,NA
Czechoslovakia,1883,NA,1880,NA,NA,Europe & Central Asia
Denmark,1883,2081766,1880,4137,48.56,Europe & Central Asia
Djibouti,1883,36159,1880,978,29.9,Middle East & North Africa
Dominica,1883,27583,1880,1016,NA,America
Dominican Republic,1883,317340,1880,941,29.9,NA
East Germany,1883,NA,1880,NA,NA,Europe & Central Asia
Ecuador,1883,1152573,1880,794,32.9,America
Egypt,1883,7900451,1880,1045,33,Middle East & North Africa
El Salvador,1883,572093,1880,1658,28.7,America
Equatorial Guinea,1883,98300,1880,397,29.8,Sub-Saharan Africa
Eritrea,1883,453535,1880,627,30.2,Sub-Saharan Africa
Eritrea and Ethiopia,1883,NA,1880,NA,NA,Sub-Saharan Africa
Estonia,1883,579703,1880,1443,40.8082283478327,Europe & Central Asia
Ethiopia,1883,6830859,1880,536,29.7,Sub-Saharan Africa
Faeroe Islands,1883,20040,1880,NA,NA,Europe & Central Asia
Falkland Is (Malvinas),1883,259,1880,NA,NA,NA
Fiji,1883,126850,1880,975,26.1,East Asia & Pacific
Finland,1883,2047577,1880,2051,42.79,Europe & Central Asia
France,1883,39014053,1880,3739,43.28,Europe & Central Asia
French Guiana,1883,15274,1880,NA,30.5,America
French Polynesia,1883,40041,1880,NA,25.6,East Asia & Pacific
Gabon,1883,262844,1880,395,30.6,Sub-Saharan Africa
Gambia,1883,161446,1880,855,28.8,Sub-Saharan Africa
Georgia,1883,1857427,1880,734,31.471,Europe & Central Asia
Germany,1883,43577358,1880,3292,39.226,Europe & Central Asia
Ghana,1883,1677747,1880,757,28,Sub-Saharan Africa
Gibraltar,1883,13834,1880,NA,NA,Europe & Central Asia
Greece,1883,4024333,1880,2378,37.22,Europe & Central Asia
Greenland,1883,14335,1880,772,33.2194939243351,Europe & Central Asia
Grenada,1883,42734,1880,1256,37.3,America
